p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,rating_numerator,rating_denominator,name,doggo,floofer,pupper,puppo
malamute,0.6018859999999999,True,Siberian_husky,0.340106,True,Eskimo_dog,0.0500413,True,10.0,10.0,Winston,None,None,None,None
mud_turtle,0.157477,False,terrapin,0.131846,False,box_turtle,0.0606781999999999,False,10.0,10.0,Fabio,None,None,None,None
German_short-haired_pointer,0.273492,True,Staffordshire_bullterrier,0.132944,True,bluetick,0.1245619999999999,True,10.0,10.0,None,None,None,None,None
toy_poodle,0.383346,True,miniature_poodle,0.153678,True,chow,0.138543,True,9.0,10.0,Wally,None,None,None,None
Chihuahua,0.368876,True,Pomeranian,0.282102,True,papillon,0.178795,True,11.0,10.0,Sandra,None,None,None,None
Shetland_sheepdog,0.380278,True,Cardigan,0.342806,True,guinea_pig,0.156249,False,9.0,10.0,a,None,None,None,None
Irish_terrier,0.2548559999999999,True,briard,0.2277159999999999,True,soft-coated_wheaten_terrier,0.223263,True,11.0,10.0,None,None,None,None,None
cairn,0.245033,True,West_Highland_white_terrier,0.137709,True,miniature_schnauzer,0.0891725,True,10.0,10.0,Butters,None,None,None,None
platypus,0.974075,False,spotted_salamander,0.0110676,False,bison,0.00389691,False,9.0,10.0,a,None,None,None,None
English_springer,0.974936,True,English_setter,0.0116613,True,cocker_spaniel,0.00268899,True,12.0,10.0,Daisy,None,None,None,None
whippet,0.178027,True,Chesapeake_Bay_retriever,0.105969,True,beagle,0.0787197,True,8.0,10.0,Larry,None,None,None,None
pug,0.8022229999999999,True,French_bulldog,0.172557,True,bull_mastiff,0.0071628,True,10.0,10.0,Nigel,None,None,None,None
ping-pong_ball,0.999945,False,tennis_ball,1.76343e-05,False,racket,1.47073e-05,False,10.0,10.0,Peanut,None,None,None,None
Maltese_dog,0.584397,True,miniature_schnauzer,0.0642008,True,toy_poodle,0.0608677,True,12.0,10.0,Scooter,None,None,None,None
sea_urchin,0.4932569999999999,False,porcupine,0.4605649999999999,False,cardoon,0.00814587,False,6.0,10.0,None,None,None,None,None
bow_tie,0.268759,False,cardigan,0.1539569999999999,False,wig,0.0722949,False,10.0,10.0,Damon,None,None,None,None
Chihuahua,0.275793,True,corn,0.0735958,False,bolete,0.0549050999999999,False,12.0,10.0,Herb,None,None,None,None
seat_belt,0.952258,False,toy_terrier,0.0388716,True,beagle,0.00322644,True,9.0,10.0,a,None,None,None,None
chow,0.335269,True,golden_retriever,0.30585,True,Tibetan_mastiff,0.0633253,True,11.0,10.0,Willy,None,None,None,None
window_shade,0.583427,False,giant_schnauzer,0.0622148,True,window_screen,0.039941,False,10.0,10.0,Sam,None,None,None,None
jack-o'-lantern,0.91914,False,Chesapeake_Bay_retriever,0.027351,True,Labrador_retriever,0.0200809,True,11.0,10.0,Hank,None,None,None,None
sorrel,0.46037,False,basenji,0.135767,True,Cardigan,0.0991743,True,10.0,10.0,None,None,None,None,None
Sussex_spaniel,0.403552,True,otterhound,0.256302,True,Irish_terrier,0.187315,True,11.0,10.0,Koda,None,None,None,None
English_springer,0.403698,True,Brittany_spaniel,0.347609,True,Welsh_springer_spaniel,0.137186,True,10.0,10.0,Paull,None,None,None,None
peacock,0.999924,False,European_gallinule,2.9873000000000004e-05,False,agama,2.15076e-05,False,5.0,10.0,None,None,None,None,None
Arctic_fox,0.188174,False,indri,0.1235839999999999,False,malamute,0.0803794999999999,True,11.0,10.0,None,None,None,None,None
axolotl,0.611558,False,tailed_frog,0.1864839999999999,False,common_newt,0.078694,False,7.0,10.0,None,None,None,None,None
minivan,0.730152,False,beach_wagon,0.0786613999999999,False,car_wheel,0.0643458,False,10.0,10.0,Edd,None,None,None,None
wool,0.070076,False,siamang,0.062536,False,gorilla,0.0588936,False,10.0,10.0,None,None,None,None,None
banana,0.107317,False,orange,0.0996621999999999,False,bagel,0.0890326,False,10.0,10.0,Phineas,None,None,None,None
Dandie_Dinmont,0.6761020000000001,True,West_Highland_white_terrier,0.0408256,True,clumber,0.0395333,True,8.0,10.0,Bloo,None,None,None,None
Ibizan_hound,0.342734,True,Brittany_spaniel,0.229065,True,Chihuahua,0.104029,True,8.0,10.0,Pluto,None,None,None,None
Shetland_sheepdog,0.0711243999999999,True,home_theater,0.0683978,False,American_Staffordshire_terrier,0.0669638999999999,True,8.0,10.0,Ester,None,None,None,None
Norwich_terrier,0.419838,True,cairn,0.351876,True,Norfolk_terrier,0.0510937,True,6.0,10.0,Danny,None,None,None,None
Pomeranian,0.368161,True,Pekinese,0.350973,True,golden_retriever,0.114902,True,12.0,10.0,None,None,None,None,None
wood_rabbit,0.368562,False,tabby,0.309675,False,Egyptian_cat,0.154914,False,10.0,10.0,Jeffrie,None,None,None,None
dhole,0.350416,False,hare,0.236661,False,wood_rabbit,0.0911328,False,8.0,10.0,Jerry,None,None,None,None
keeshond,0.994065,True,Norwegian_elkhound,0.00182748,True,cairn,0.00182131,True,9.0,10.0,Gin,None,None,None,None
Norfolk_terrier,0.17285,True,golden_retriever,0.0727022,True,television,0.0374942,False,10.0,10.0,Vincent,None,None,None,None
pug,0.776612,True,Brabancon_griffon,0.1120319999999999,True,boxer,0.0390514,True,10.0,10.0,None,None,None,None,None
Labrador_retriever,0.244889,True,American_black_bear,0.0569934999999999,False,brown_bear,0.0539925999999999,False,7.0,10.0,Traviss,None,None,None,None
Chihuahua,0.952963,True,French_bulldog,0.0365746999999999,True,Boston_bull,0.0019774,True,5.0,10.0,None,None,None,None,None
lacewing,0.381955,False,sulphur_butterfly,0.1068099999999999,False,leafhopper,0.0683468999999999,False,1.0,10.0,None,None,None,None,None
dingo,0.7771239999999999,False,Pembroke,0.127438,True,Cardigan,0.0240065999999999,True,8.0,10.0,Creg,None,None,None,None
beagle,0.295966,True,basset,0.143527,True,bluetick,0.138992,True,9.0,10.0,None,None,None,None,None
brown_bear,0.882426,False,toy_poodle,0.031355,True,miniature_poodle,0.0257434,True,7.0,10.0,Antony,None,None,None,None
Pembroke,0.472197,True,beagle,0.090938,True,German_shepherd,0.0643659999999999,True,11.0,10.0,Trigger,None,None,None,None
basenji,0.344101,True,Ibizan_hound,0.210282,True,toy_terrier,0.196279,True,10.0,10.0,None,None,None,None,None
Pomeranian,0.86856,True,Pekinese,0.0901291999999999,True,chow,0.0217220999999999,True,10.0,10.0,Mason,None,None,None,None
Old_English_sheepdog,0.958035,True,Sealyham_terrier,0.0138922,True,Border_collie,0.00460114,True,11.0,10.0,Andy,None,None,None,None
basset,0.99409,True,Walker_hound,0.00397268,True,beagle,0.00140619,True,10.0,10.0,Maggie,None,None,None,None
American_Staffordshire_terrier,0.919714,True,Staffordshire_bullterrier,0.0734302,True,bull_mastiff,0.000905679,True,10.0,10.0,Sage,None,None,None,None
web_site,0.993887,False,Chihuahua,0.00125152,True,menu,0.000598751,False,10.0,10.0,None,None,None,None,None
Labrador_retriever,0.947453,True,German_short-haired_pointer,0.0170005999999999,True,Weimaraner,0.0154320999999999,True,12.0,10.0,Remington,None,None,None,None
scorpion,0.927956,False,tarantula,0.021631,False,wolf_spider,0.0148375,False,2.0,10.0,None,None,None,None,None
malinois,0.317607,True,Norwegian_elkhound,0.274901,True,bathing_cap,0.114643,False,10.0,10.0,Amy,None,None,None,None
Pekinese,0.609853,True,Persian_cat,0.265442,False,Japanese_spaniel,0.0274604,True,7.0,10.0,Jett,None,None,None,None
flamingo,0.99271,False,coral_fungus,0.00349081,False,stinkhorn,0.00185895,False,4.0,10.0,None,None,None,None,None
Shih-Tzu,0.963622,True,Lhasa,0.0160167,True,guinea_pig,0.00793192,False,10.0,10.0,Colby,None,None,None,None
microphone,0.0960627,False,accordion,0.0940747,False,drumstick,0.0611128,False,12.0,10.0,None,None,None,None,None
redbone,0.8662209999999999,True,beagle,0.061194,True,Rhodesian_ridgeback,0.0242845,True,12.0,10.0,None,None,None,None,None
basenji,0.855959,True,beagle,0.0367231,True,toy_terrier,0.0292577999999999,True,8.0,10.0,Toby,None,None,None,None
malinois,0.406341,True,kelpie,0.143366,True,dingo,0.129802,False,6.0,10.0,Phred,None,None,None,None
goose,0.351957,False,Chihuahua,0.101228,True,hen,0.0658176,False,4.0,10.0,None,None,None,None,None
Shih-Tzu,0.1803799999999999,True,golden_retriever,0.180194,True,Labrador_retriever,0.173656,True,8.0,10.0,Clarence,None,None,None,None
Samoyed,0.587342,True,Great_Pyrenees,0.268952,True,Pekinese,0.0905275,True,10.0,10.0,None,None,None,None,None
guinea_pig,0.387728,False,wood_rabbit,0.171681,False,borzoi,0.0753577,True,9.0,10.0,None,None,None,None,None
Yorkshire_terrier,0.467202,True,cairn,0.440122,True,silky_terrier,0.0586900999999999,True,9.0,10.0,a,None,None,None,None
Rottweiler,0.781201,True,black-and-tan_coonhound,0.0612065,True,kelpie,0.0488556999999999,True,12.0,10.0,None,None,None,None,None
Labrador_retriever,0.495047,True,Chesapeake_Bay_retriever,0.350188,True,golden_retriever,0.1424,True,11.0,10.0,Holly,None,None,None,None
pitcher,0.117446,False,sunglasses,0.0624865,False,mask,0.0595166999999999,False,5.0,10.0,Anthony,None,None,None,None
African_hunting_dog,0.733025,False,plow,0.119377,False,Scottish_deerhound,0.0269829,True,8.0,10.0,None,None,None,None,None
refrigerator,0.829772,False,toilet_seat,0.0300832999999999,False,shower_curtain,0.0154606999999999,False,10.0,10.0,Herm,None,None,None,None
Rottweiler,0.331179,True,kelpie,0.218601,True,Appenzeller,0.18252,True,12.0,10.0,None,None,None,None,None
Chihuahua,0.319106,True,whippet,0.1691339999999999,True,toy_terrier,0.125815,True,10.0,10.0,Sparky,None,None,None,None
picket_fence,0.382918,False,rain_barrel,0.1088089999999999,False,plastic_bag,0.0388782,False,9.0,10.0,Lola,None,None,None,None
miniature_poodle,0.313811,True,toy_poodle,0.1655849999999999,True,Irish_terrier,0.0560941,True,10.0,10.0,Lou,None,None,None,None
Italian_greyhound,0.831757,True,toy_terrier,0.0433058,True,Chihuahua,0.036773,True,9.0,10.0,None,None,None,None,None
tub,0.3936159999999999,False,bathtub,0.383522,False,swimming_trunks,0.0773008,False,11.0,10.0,Tanner,None,None,None,None
zebra,0.997673,False,tiger,0.000837268,False,prairie_chicken,0.000574567,False,7.0,10.0,None,None,None,None,None
Samoyed,0.627901,True,Great_Pyrenees,0.276421,True,kuvasz,0.0578735,True,11.0,10.0,Penelope,None,None,None,None
German_shepherd,0.8270350000000001,True,kelpie,0.0876477,True,red_wolf,0.0312179,False,10.0,10.0,Malcolm,None,None,None,None
hermit_crab,0.5287609999999999,False,snail,0.185644,False,shower_curtain,0.0663605,False,8.0,10.0,Julius,None,None,None,None
swing,0.0891647,False,paddle,0.0807469,False,bathing_cap,0.065694,False,11.0,10.0,Pip,None,None,None,None
toy_poodle,0.259115,True,bath_towel,0.177669,False,Maltese_dog,0.0717125,True,11.0,10.0,Charlie,None,None,None,None
hermit_crab,0.625409,False,tick,0.127333,False,snail,0.0979159,False,8.0,10.0,Hammond,None,None,None,None
Lakeland_terrier,0.428275,True,wire-haired_fox_terrier,0.111472,True,toy_poodle,0.105016,True,9.0,10.0,Scruffers,None,None,None,None
Pomeranian,0.551031,True,Pekinese,0.135262,True,gibbon,0.0615574,False,10.0,10.0,Alejandro,None,None,None,None
Doberman,0.782626,True,black-and-tan_coonhound,0.109678,True,Gordon_setter,0.0521101999999999,True,10.0,10.0,Jax,None,None,None,None
hen,0.556524,False,cock,0.442033,False,black_swan,0.00118075,False,6.0,10.0,None,None,None,None,None
pug,0.537652,True,bull_mastiff,0.220617,True,French_bulldog,0.0682965,True,9.0,10.0,Reginald,None,None,None,None
park_bench,0.194211,False,water_bottle,0.0718696,False,beacon,0.0534331,False,8.0,10.0,Baxter,None,None,None,None
Shetland_sheepdog,0.980339,True,collie,0.006693,True,papillon,0.00615701,True,10.0,10.0,JD,None,None,None,None
feather_boa,0.240858,False,wig,0.0859462,False,wool,0.0406735,False,6.0,10.0,None,None,None,None,None
Loafer,0.255088,False,platypus,0.0900191,False,cowboy_boot,0.066536,False,10.0,10.0,Marley,None,None,None,None
Gordon_setter,0.4693729999999999,True,black-and-tan_coonhound,0.270893,True,Rottweiler,0.1532329999999999,True,13.0,10.0,the,None,None,None,None
kuvasz,0.4314689999999999,True,Samoyed,0.117122,True,white_wolf,0.0900666,False,13.0,10.0,None,None,None,None,None
stone_wall,0.271121,False,Irish_wolfhound,0.0630781999999999,True,poncho,0.0482259,False,11.0,10.0,Oscar,None,None,None,None
toy_poodle,0.419427,True,miniature_poodle,0.237067,True,swing,0.104193,False,11.0,10.0,a,None,None,None,None
ice_bear,0.251193,False,ram,0.2138389999999999,False,Arctic_fox,0.0815514,False,6.0,10.0,None,None,None,None,None
prayer_rug,0.445334,False,doormat,0.275311,False,bib,0.0488131999999999,False,9.0,10.0,Mark,None,None,None,None
Chihuahua,0.500373,True,French_bulldog,0.112796,True,Italian_greyhound,0.0628927,True,10.0,10.0,None,None,None,None,None
dalmatian,0.1142589999999999,True,teddy,0.0622751999999999,False,steam_locomotive,0.0497001999999999,False,13.0,10.0,space,None,None,None,None
chimpanzee,0.636031,False,gorilla,0.0987514999999999,False,fountain,0.0317555,False,8.0,10.0,None,None,None,None,None
Labrador_retriever,0.8756139999999999,True,Chihuahua,0.0321822,True,golden_retriever,0.0172324999999999,True,10.0,10.0,Dylan,None,None,None,None
china_cabinet,0.996031,False,entertainment_center,0.00198589,False,bookcase,0.00165181,False,10.0,10.0,Mia,None,None,None,None
bee_eater,0.302648,False,toucan,0.219646,False,chickadee,0.156687,False,5.0,10.0,Brad,None,None,None,None
ski_mask,0.968325,False,mask,0.0218627,False,abaya,0.00547945,False,11.0,10.0,Batdog,None,None,None,None
Labrador_retriever,0.567933,True,golden_retriever,0.349401,True,seat_belt,0.0693962,False,11.0,10.0,Mojo,None,None,None,None
chow,0.243529,True,hamster,0.22715,False,Pomeranian,0.0560567,True,10.0,10.0,Lola,None,None,None,None
pug,0.8633850000000001,True,shopping_cart,0.125746,False,Border_terrier,0.00297246,True,7.0,10.0,Gizmo,None,None,None,None
hamster,0.13244,False,toy_poodle,0.1239619999999999,True,bubble,0.0562124,False,11.0,10.0,Patch,None,None,None,None
pug,0.794087,True,French_bulldog,0.140796,True,bull_mastiff,0.0446810999999999,True,9.0,10.0,Tuco,None,None,None,None
tennis_ball,0.999834,False,golden_retriever,8.67567e-05,True,racket,5.33219e-05,False,11.0,10.0,just,None,None,None,None
Rottweiler,0.290992,True,American_black_bear,0.2381199999999999,False,chimpanzee,0.115541,False,12.0,10.0,None,None,None,None,None
pug,0.561027,True,French_bulldog,0.2221139999999999,True,Labrador_retriever,0.0654556,True,8.0,10.0,Bubba,None,None,pupper,None
cocker_spaniel,0.991011,True,Sussex_spaniel,0.00403213,True,miniature_poodle,0.00127564,True,10.0,10.0,Bradley,None,None,None,None
carton,0.952613,False,crate,0.0353762,False,pug,0.00326691,True,9.0,10.0,Opal,None,None,pupper,None
beagle,0.958178,True,basset,0.00911731,True,Italian_greyhound,0.00773105,True,9.0,10.0,Cal,None,None,None,None
killer_whale,0.8239190000000001,False,grey_whale,0.0366006,False,hammerhead,0.0295219,False,5.0,10.0,None,None,None,None,None
pug,0.332536,True,French_bulldog,0.2581239999999999,True,bull_mastiff,0.120873,True,7.0,10.0,Ridley,None,None,None,None
Chihuahua,0.7189439999999999,True,badger,0.178546,False,toy_terrier,0.0371031,True,12.0,10.0,Snickers,None,None,None,None
Irish_terrier,0.4131729999999999,True,Airedale,0.3356159999999999,True,toy_poodle,0.0279522999999999,True,10.0,10.0,None,None,None,None,None
pug,0.979487,True,French_bulldog,0.0168504,True,Norwegian_elkhound,0.00161754,True,11.0,10.0,Rolf,None,None,pupper,None
ostrich,0.999004,False,Arabian_camel,0.000512029,False,llama,0.000146942,False,8.0,10.0,None,None,None,None,None
Chihuahua,0.6098600000000001,True,teddy,0.0681337,False,Norwich_terrier,0.0592273,True,10.0,10.0,Kreg,None,None,None,None
Irish_terrier,0.716932,True,miniature_pinscher,0.0512335,True,Airedale,0.0443809,True,10.0,10.0,None,None,None,None,None
pug,0.914685,True,Norwegian_elkhound,0.0149819,True,Siamese_cat,0.00922055,False,11.0,10.0,Pippin,None,None,None,None
cocker_spaniel,0.150424,True,toy_poodle,0.0886053,True,Welsh_springer_spaniel,0.0720143,True,12.0,10.0,Franq,None,None,None,None
terrapin,0.879286,False,cockroach,0.0452524,False,box_turtle,0.0164038,False,8.0,10.0,Buddy,None,None,None,None
Border_collie,0.599454,True,collie,0.106227,True,Shetland_sheepdog,0.0944648999999999,True,12.0,10.0,Jazz,None,None,pupper,None
West_Highland_white_terrier,0.5861729999999999,True,borzoi,0.2066199999999999,True,Great_Pyrenees,0.0606526999999999,True,10.0,10.0,light,None,None,None,None
Doberman,0.605358,True,Rottweiler,0.1083819999999999,True,Appenzeller,0.0777977,True,10.0,10.0,Jackie,None,None,None,None
golden_retriever,0.5659810000000001,True,chow,0.0812117,True,Irish_terrier,0.061596,True,10.0,10.0,None,None,None,None,None
Siamese_cat,0.383937,False,Chihuahua,0.160274,True,giant_panda,0.147745,False,7.0,10.0,Darby,None,None,None,None
gondola,0.13429,False,lifeboat,0.108356,False,bassinet,0.0936789,False,8.0,10.0,None,None,None,None,None
kuvasz,0.777659,True,Great_Pyrenees,0.112517,True,golden_retriever,0.0383509,True,10.0,10.0,Taz,None,None,None,None
Great_Pyrenees,0.755945,True,Old_English_sheepdog,0.0823368,True,Afghan_hound,0.0270365999999999,True,9.0,10.0,Scott,None,None,pupper,None
toy_poodle,0.8201579999999999,True,miniature_poodle,0.178404,True,toilet_tissue,0.0002911579999999,False,11.0,10.0,a,None,None,None,None
microwave,0.981946,False,rotisserie,0.00747245,False,television,0.00588062,False,9.0,10.0,Caryl,None,None,None,None
starfish,0.712717,False,goldfish,0.258865,False,sea_cucumber,0.00201543,False,6.0,10.0,Norman,None,None,pupper,None
golden_retriever,0.952773,True,Labrador_retriever,0.010835,True,clumber,0.00878601,True,12.0,10.0,None,None,None,pupper,None
Chesapeake_Bay_retriever,0.420155,True,Cardigan,0.26603,True,Labrador_retriever,0.0425145,True,9.0,10.0,Leonidas,None,None,None,None
sandbar,0.118154,False,stingray,0.075915,False,seashore,0.0751248,False,9.0,10.0,Jerry,None,None,None,None
Pembroke,0.5825600000000001,True,Cardigan,0.258869,True,nipple,0.0338345,False,10.0,10.0,Ed,None,None,None,None
Chihuahua,0.412362,True,beagle,0.0680661,True,borzoi,0.0450712,True,8.0,10.0,Oscar,None,None,None,None
tusker,0.1224099999999999,False,warthog,0.11987,False,water_buffalo,0.1058559999999999,False,6.0,10.0,None,None,None,None,None
motor_scooter,0.8358190000000001,False,bobsled,0.0358563,False,moped,0.033079,False,11.0,10.0,Cheryl,None,None,pupper,None
ram,0.3744659999999999,False,bighorn,0.159621,False,Arabian_camel,0.111919,False,9.0,10.0,Jimison,None,None,None,None
Chihuahua,0.2923429999999999,True,pug,0.173364,True,French_bulldog,0.0455070999999999,True,10.0,10.0,Terry,None,None,None,None
toy_poodle,0.678046,True,miniature_poodle,0.160273,True,Airedale,0.0656486999999999,True,11.0,10.0,Gustaf,None,None,None,None
leaf_beetle,0.340154,False,rhinoceros_beetle,0.139698,False,crayfish,0.0580336,False,7.0,10.0,Chet,None,None,pupper,None
pug,0.8364209999999999,True,Brabancon_griffon,0.0446678,True,French_bulldog,0.0365705,True,10.0,10.0,Chuckles,None,None,pupper,None
car_mirror,0.232754,False,basset,0.219461,True,beagle,0.112397,True,5.0,10.0,None,None,None,None,None
wombat,0.73878,False,beaver,0.133368,False,wallaby,0.0323701,False,9.0,10.0,None,None,None,None,None
Lakeland_terrier,0.8366319999999999,True,West_Highland_white_terrier,0.0738996,True,wire-haired_fox_terrier,0.0381601,True,10.0,10.0,Schnozz,None,None,pupper,None
